,dataset,encoding,layer_type,alpha,eps,test_mean,test_ci,val_mean,val_ci,train_mean,train_ci,energy_mean,energy_ci,last_layer_fa,run_duration
0,enzymes,,MoE,0.1,0.001,20.0,0.0,24.666666666666668,0.0,23.666666666666668,0.0,0.0,0.0,False,83.56548547744751
0,enzymes,,MoE,0.1,0.001,26.766666666666666,0.021731185987986124,33.5,0.016623276853055577,34.88333333333333,0.018554873573628398,0.0,0.0,False,11389.696233034134
0,mutag,,MoE,0.1,0.001,74.04255319148936,0.037485473269013164,82.34042553191489,0.020004526423052192,76.48936170212767,0.05720595688337454,0.0,0.0,False,1368.0295293331146
0,mutag,,MoE,0.1,0.001,70.85106382978724,0.037606044417507575,81.27659574468085,0.029969049977291926,74.8936170212766,0.03808451206002459,0.0,0.0,False,1150.4004163742065
0,mutag,,MoE,0.1,0.001,71.70212765957447,0.045054164876821866,76.59574468085107,0.030089650263257335,78.93617021276596,0.019453837362829716,0.0,0.0,False,1205.0311794281006
0,mutag,,MoE,0.1,0.001,87.2340425531915,0.0,85.1063829787234,0.0,85.1063829787234,0.0,0.0,0.0,False,186.14685916900635
0,mutag,,MoE,0.1,0.001,65.95744680851064,0.0,61.702127659574465,0.0,69.14893617021278,0.0,0.0,0.0,False,5.110100507736206
0,mutag,,MoE,0.1,0.001,63.829787234042556,0.0,80.85106382978722,0.0,60.63829787234043,0.0,0.0,0.0,False,4.936859369277954
0,mutag,,MoE,0.1,0.001,72.3404255319149,0.030089650263257342,76.38297872340426,0.032658015071233865,74.7872340425532,0.0223252227907654,0.0,0.0,False,1149.5666644573212
0,mutag,,MoE,0.1,0.001,74.46808510638297,0.0,61.702127659574465,0.0,64.8936170212766,0.0,0.0,0.0,False,14.124587774276733
0,mutag,,MoE,0.1,0.001,72.1276595744681,0.038744441327966075,79.14893617021276,0.02744598382399506,74.8936170212766,0.021105696625765523,0.0,0.0,False,1387.4032633304596
0,mutag,,MoE,0.1,0.001,78.72340425531915,0.0,80.85106382978722,0.0,88.29787234042553,0.0,0.0,0.0,False,579.093887090683
0,mutag,,MoE,0.1,0.001,70.0,0.024407881531404236,78.93617021276597,0.028513813732342047,78.40425531914894,0.03310545314014452,0.0,0.0,False,1597.9564514160156
0,mutag,,MoE,0.1,0.001,71.27659574468085,0.03957675582497506,77.2340425531915,0.021739642169267753,74.14893617021276,0.028868820243550197,0.0,0.0,False,1484.9979085922241
0,mutag,,MoE,0.1,0.001,68.29787234042553,0.04057084744358477,81.91489361702129,0.023500768121675012,77.55319148936171,0.02613645981119478,0.0,0.0,False,1729.9803357124329
0,mutag,,MoE,0.1,0.001,71.06382978723404,0.044711235869152995,80.63829787234042,0.032098761133014665,72.76595744680851,0.02951241001599948,0.0,0.0,False,1595.8311529159546
0,enzymes,,MoE,0.1,0.001,35.6,0.06146073724112185,42.93333333333333,0.039839678713563934,53.26666666666667,0.15977094715734633,0.0,0.0,False,11660.976601839066
0,enzymes,,MoE,0.1,0.001,30.866666666666664,0.04182715757867262,37.0,0.03642953624617133,39.53333333333333,0.0949488751322989,0.0,0.0,False,7604.211451053619
0,enzymes,,MoE,0.1,0.001,30.933333333333334,0.04259994783512716,35.86666666666667,0.029550709711349488,46.400000000000006,0.17414578822226956,0.0,0.0,False,11225.539715766907
0,enzymes,,MoE,0.1,0.001,28.133333333333336,0.03248521031006093,35.133333333333326,0.034048331660874204,36.53333333333333,0.054366656447985946,0.0,0.0,False,5113.621794223785
0,enzymes,,MoE,0.1,0.001,27.73333333333333,0.01924808792812649,34.06666666666667,0.030894803590391838,37.833333333333336,0.043881152623370716,0.0,0.0,False,5711.61284160614
0,enzymes,,MoE,0.1,0.001,27.799999999999997,0.02646926939343476,32.0,0.032166234884839516,33.63333333333333,0.05739879983259426,0.0,0.0,False,6212.270348548889
0,enzymes,,MoE,0.1,0.001,36.53333333333333,0.06348683153046604,40.26666666666666,0.028621670111997302,71.26666666666667,0.12299087590368461,0.0,0.0,False,16915.148661375046
0,enzymes,,MoE,0.1,0.001,25.733333333333334,0.023262750386735347,32.13333333333333,0.02718169318575361,32.4,0.043089570792839316,0.0,0.0,False,5175.140155792236
0,enzymes,,MoE,0.1,0.001,29.599999999999998,0.031619965563267495,35.53333333333334,0.03472047106695287,39.33333333333333,0.04229000407240988,0.0,0.0,False,7242.4221568107605
0,enzymes,,MoE,0.1,0.001,25.0,0.037724144935453625,30.533333333333335,0.017054162085674108,30.066666666666663,0.03932542293337591,0.0,0.0,False,6672.603302955627
0,enzymes,,MoE,0.1,0.001,36.8,0.034024827536504695,44.93333333333333,0.03725706495268903,75.66666666666666,0.18947412605536523,0.0,0.0,False,20733.26173043251
0,enzymes,,MoE,0.1,0.001,27.599999999999998,0.045065877705125566,31.133333333333336,0.022865792014370386,31.966666666666665,0.04598018897066189,0.0,0.0,False,6409.8786997795105
0,enzymes,,MoE,0.1,0.001,28.133333333333333,0.021973721679416178,30.599999999999998,0.02893364055136435,32.4,0.037933274750979955,0.0,0.0,False,7042.068244934082
0,enzymes,,MoE,0.1,0.001,29.46666666666666,0.1017115747810663,34.93333333333333,0.10630605710766332,51.26666666666667,0.30870856447105216,0.0,0.0,False,14958.703239679337
0,enzymes,,MoE,0.1,0.001,11.333333333333332,0.0,17.333333333333336,0.0,19.333333333333332,0.0,0.0,0.0,False,15.314405679702759
0,enzymes,,MoE,0.1,0.001,12.666666666666668,0.0,14.666666666666666,0.0,18.666666666666668,0.0,0.0,0.0,False,15.244433641433716
0,enzymes,,MoE,0.1,0.001,31.666666666666664,0.03588871688985271,35.86666666666667,0.030567957079268484,39.06666666666666,0.05372191772865564,0.0,0.0,False,8455.955035448074
0,enzymes,,MoE,0.1,0.001,29.06666666666667,0.04439018910625284,33.4,0.05401069852867629,39.233333333333334,0.06898663316582102,0.0,0.0,False,7457.255141019821
0,enzymes,,MoE,0.1,0.001,40.13333333333334,0.07139498893090775,44.666666666666664,0.018856180831641263,85.60000000000001,0.07809737511594099,0.0,0.0,False,20541.559896707535
0,enzymes,,MoE,0.1,0.001,27.866666666666667,0.0224539033973556,34.66666666666667,0.024729649321321878,37.2,0.04312462560223953,0.0,0.0,False,7117.475622653961
0,enzymes,,MoE,0.1,0.001,27.0,0.03638070306571267,34.0,0.03211091887677946,35.0,0.0563481242909745,0.0,0.0,False,8397.723857879639
0,enzymes,,MoE,0.1,0.001,30.666666666666664,0.10348590886363868,37.46666666666667,0.08486538359857529,49.133333333333326,0.2568430562728055,0.0,0.0,False,14499.92309641838
0,enzymes,,MoE,0.1,0.001,24.866666666666664,0.03656592220451532,31.799999999999994,0.0338913296024547,31.500000000000007,0.037797707161502096,0.0,0.0,False,7504.654753684998
0,enzymes,,MoE,0.1,0.001,24.73333333333333,0.022584163576374574,31.73333333333333,0.03299562260529586,31.033333333333335,0.02710391525632823,0.0,0.0,False,7903.890350818634
0,enzymes,,MoE,0.1,0.001,35.6,0.052337367148147594,41.06666666666666,0.054728420404758636,57.266666666666666,0.20278417645916608,0.0,0.0,False,16585.50611424446
0,enzymes,,MoE,0.1,0.001,27.333333333333332,0.04493946545694058,33.733333333333334,0.04275823507427156,35.66666666666667,0.07186406921712996,0.0,0.0,False,8398.055250883102
0,enzymes,,MoE,0.1,0.001,24.666666666666668,0.04517619825625977,30.2,0.04109825624849145,31.166666666666664,0.05329373529996018,0.0,0.0,False,7126.052727460861
0,enzymes,,MoE,0.1,0.001,23.133333333333333,0.03430840518978792,29.933333333333334,0.038526181573920175,28.733333333333334,0.030851616201136405,0.0,0.0,False,8929.675404787064
0,enzymes,,MoE,0.1,0.001,34.8,0.06459721356219632,41.06666666666666,0.06773543303832115,62.53333333333334,0.2721672688297074,0.0,0.0,False,22975.375550746918
0,enzymes,,MoE,0.1,0.001,20.200000000000003,0.033041388187140884,26.199999999999996,0.022787911025122263,25.699999999999996,0.02838544227827591,0.0,0.0,False,7372.936917543411
0,proteins,,MoE,0.1,0.001,66.30824372759857,0.045563436794467976,65.82733812949641,0.030657950723255414,66.36690647482013,0.02567851553607878,0.0,0.0,False,12307.612879276276
0,proteins,,MoE,0.1,0.001,66.4516129032258,0.013233526318812127,70.71942446043164,0.038209499346071235,69.38848920863309,0.07846279451880106,0.0,0.0,False,19447.59123134613
0,proteins,,MoE,0.1,0.001,65.80645161290322,0.04817716306635634,67.91366906474819,0.04752123952065457,71.11510791366905,0.06242515315471751,0.0,0.0,False,18411.42682671547
0,proteins,,MoE,0.1,0.001,62.72401433691756,0.05048549637751689,67.41007194244604,0.047877143811419685,64.42446043165468,0.030681576603908495,0.0,0.0,False,16729.217155456543
0,proteins,,MoE,"('GIN', 'Unitary')",0.1,0.001,70.32258064516131,0.015494487267218679,74.96402877697842,0.015970574878286757,85.1438848920863,0.05260759084940614,0.0,0.0,False,2384.2498331069946
0,proteins,,MoE,"('GIN', 'Unitary')",0.1,0.001,72.61648745519715,0.007477221396648191,73.88489208633094,0.024299087001536178,81.61870503597122,0.033115413468379304,0.0,0.0,False,2518.0666267871857
0,proteins,,MoE,"('GIN', 'Unitary')",0.1,0.001,70.03584229390681,0.022632358148439998,75.68345323741008,0.01792507798837114,79.92805755395683,0.06207595134858169,0.0,0.0,False,2891.123276233673
0,proteins,,MoE,"('GIN', 'Unitary')",0.1,0.001,70.10752688172043,0.023523032891175535,75.25179856115108,0.004268315676026281,83.20143884892086,0.02675640061485544,0.0,0.0,False,3387.180763721466
0,proteins,,MoE,"('GIN', 'Unitary')",0.1,0.001,71.18279569892472,0.014134775677552676,73.45323741007195,0.020082125263157318,80.64748201438849,0.036832846184426886,0.0,0.0,False,3705.2449684143066
0,proteins,,MoE,"('GIN', 'Unitary')",0.1,0.001,71.97132616487455,0.024782555339162043,74.24460431654676,0.02412808496835062,78.41726618705034,0.01876029469123063,0.0,0.0,False,63992.792921066284
0,mutag,,MoE,"('GCN', 'GIN')",0.1,0.001,83.40425531914894,0.033398156375061404,87.44680851063829,0.02365436954840391,93.19148936170211,0.017074385232118197,0.0,0.0,False,50.64059090614319
0,imdb,,MoE,"('GCN', 'GIN')",0.1,0.001,69.76,0.020651779584336057,73.64,0.012103553197305338,71.48,0.008526664060463512,0.0,0.0,False,185.80770063400269
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,34.733333333333334,0.015826840774105518,42.266666666666666,0.01069994807879407,82.6,0.05257629377073536,0.0,0.0,False,250.41301083564758
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,36.13333333333333,0.030799711398359273,41.266666666666666,0.03219109607743524,78.53333333333333,0.13275943155447248,0.0,0.0,False,270.80547738075256
0,proteins,,MoE,"('GCN', 'GIN')",0.1,0.001,70.07168458781362,0.01880952224143646,75.28776978417267,0.011910766685007653,81.36690647482014,0.0365641775762571,0.0,0.0,False,355.080983877182
0,mutag,,MoE,"('GIN', 'Unitary')",0.1,0.001,87.6595744680851,0.05301246468901255,90.2127659574468,0.015224292612764513,92.5531914893617,0.010423360607587988,0.0,0.0,False,200.58434295654297
0,imdb,,MoE,"('GIN', 'Unitary')",0.1,0.001,69.6,0.01852133904446434,73.52000000000001,0.006155322899734835,72.75999999999999,0.012047904382090698,0.0,0.0,False,1876.121684551239
0,enzymes,,MoE,"('GIN', 'Unitary')",0.1,0.001,36.266666666666666,0.016264480727442025,40.666666666666664,0.026932013168965544,85.93333333333334,0.05314633885163995,0.0,0.0,False,1998.6814980506897
0,enzymes,,MoE,"('GIN', 'Unitary')",0.1,0.001,38.26666666666666,0.03448155706718851,40.400000000000006,0.018320601639805527,88.33333333333334,0.08234345416877072,0.0,0.0,False,2266.767592191696
0,proteins,,MoE,"('GIN', 'Unitary')",0.1,0.001,72.04301075268818,0.015705306308391877,74.38848920863309,0.008728489719771563,81.90647482014388,0.05462511807458439,0.0,0.0,False,2890.981826066971
0,reddit,,MoE,"('GCN', 'GIN')",0.1,0.001,90.78,0.007988992427083662,91.50000000000003,0.00404969134626332,92.69999999999999,0.0064807406984078485,0.0,0.0,False,10711.776448488235
0,proteins,,MoE,"('GIN', 'Unitary')",0.1,0.001,69.96415770609319,0.029963814715671704,72.51798561151078,0.02234620852755933,81.69064748201438,0.03144798444883399,0.0,0.0,False,8824.486659049988
0,proteins,,MoE,"('GIN', 'Unitary')",0.1,0.001,68.24372759856632,0.015913332674421913,74.96402877697842,0.017337980237573616,80.17985611510792,0.04826474957405883,0.0,0.0,False,11646.037390708923
0,proteins,,MoE,"('GIN', 'Unitary')",0.1,0.001,70.96774193548387,0.011647366888366947,72.58992805755395,0.01813178014621393,80.6115107913669,0.022736544777126028,0.0,0.0,False,13879.212659835815
0,proteins,,MoE,"('GCN', 'GIN')",0.1,0.001,72.32974910394265,0.014718925038234375,75.21582733812949,0.009782585567427353,81.49280575539566,0.017012905467179144,0.0,0.0,False,345.87211537361145
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,35.66666666666667,0.007831560082980481,43.33333333333334,0.017486502731472,89.1,0.05303290383232742,0.0,0.0,False,221.97723817825317
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,36.0,0.032276582498427214,41.73333333333333,0.01810586154321915,87.3,0.09470632971923729,0.0,0.0,False,256.4680051803589
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,38.46666666666666,0.0279077846566947,42.400000000000006,0.016674664747587713,75.73333333333335,0.06449668380794646,0.0,0.0,False,257.5825798511505
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,35.666666666666664,0.022410315085295483,43.86666666666667,0.024787093415727462,83.60000000000001,0.0669845753389042,0.0,0.0,False,277.1170859336853
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,37.33333333333333,0.023475755815545347,42.86666666666667,0.013339998334166143,86.13333333333333,0.07927000273327442,0.0,0.0,False,278.5004560947418
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,36.266666666666666,0.03642709614192893,43.4,0.023128625841872516,78.96666666666667,0.08963357505855593,0.0,0.0,False,292.7938873767853
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,37.53333333333334,0.03804325024086255,44.2,0.022552654438496193,93.96666666666667,0.03969270853835893,0.0,0.0,False,324.0339171886444
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,38.0,0.027194770739161517,42.733333333333334,0.02581644609331209,83.53333333333332,0.0910491930527424,0.0,0.0,False,352.19676756858826
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,38.93333333333334,0.030995340151563286,41.533333333333346,0.021337499593178422,79.23333333333333,0.06976181699978226,0.0,0.0,False,371.4506514072418
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,37.06666666666666,0.023339046919510466,40.666666666666664,0.029873808669877436,87.96666666666667,0.08048988894402963,0.0,0.0,False,372.2199032306671
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,26.799999999999997,0.037228424027288015,30.46666666666667,0.029637813684548323,37.63333333333333,0.05090688667666793,0.0,0.0,False,254.9551830291748
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,30.733333333333334,0.031181190911616353,33.800000000000004,0.027393429869222295,47.266666666666666,0.08206663958840604,0.0,0.0,False,287.32946133613586
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,37.93333333333333,0.016378848148348727,42.266666666666666,0.021925125110500765,67.30000000000001,0.06454249246297615,0.0,0.0,False,365.6463167667389
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,30.86666666666667,0.03189148266648426,36.13333333333333,0.028770355113090503,63.5,0.11597030271199221,0.0,0.0,False,314.28752636909485
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,27.53333333333333,0.024077652155750844,31.599999999999994,0.036767135083144865,37.43333333333334,0.06488314282016726,0.0,0.0,False,311.3172056674957
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,30.933333333333334,0.03250709324303099,36.93333333333334,0.03150731837384945,54.266666666666666,0.06736171019206683,0.0,0.0,False,355.70162630081177
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,40.53333333333334,0.03062606007235595,44.6,0.0241071681363771,89.49999999999999,0.07219264351565038,0.0,0.0,False,434.8967754840851
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,38.86666666666667,0.03709687018843743,43.60000000000001,0.03395159953685704,82.4,0.08637798073326068,0.0,0.0,False,455.6914026737213
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,31.26666666666667,0.03721170664066768,37.333333333333336,0.03222145592958552,79.4,0.1293910524126164,0.0,0.0,False,377.6680283546448
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,32.86666666666667,0.02523137376803376,39.93333333333333,0.027027557952743135,76.63333333333333,0.12175549268924175,0.0,0.0,False,393.95510697364807
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,30.333333333333336,0.0306521704868604,34.13333333333334,0.020724649842907138,51.53333333333333,0.08965216735311596,0.0,0.0,False,372.7610194683075
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,39.46666666666667,0.01597776232420826,44.93333333333333,0.007589466384404107,95.93333333333334,0.028810491916044137,0.0,0.0,False,514.548680305481
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,40.26666666666666,0.03583666651164233,44.400000000000006,0.03441963264056012,86.0,0.07659416862050704,0.0,0.0,False,483.9779107570648
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,40.666666666666664,0.017281975195754296,45.93333333333332,0.017225304383699905,93.2,0.033309324687106935,0.0,0.0,False,508.96464443206787
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,29.666666666666668,0.032944397601615556,33.733333333333334,0.026879153425822193,48.99999999999999,0.08315981935740092,0.0,0.0,False,428.31987595558167
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,38.333333333333336,0.032509827573964284,45.199999999999996,0.02346060527778429,81.83333333333334,0.09957353508281652,0.0,0.0,False,545.6202573776245
0,proteins,,MoE,"('GCN', 'GIN')",0.1,0.001,71.50537634408603,0.01564794261859718,74.64028776978417,0.010634349279924096,79.83812949640287,0.02330341206832572,0.0,0.0,False,267.91711354255676
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,26.53333333333333,0.03931864132387531,31.53333333333333,0.03502633929551366,43.03333333333333,0.08632985835992345,0.0,0.0,False,443.032292842865
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,31.133333333333336,0.023251284313392715,36.93333333333334,0.019248087928126493,56.93333333333334,0.04906956513178227,0.0,0.0,False,487.8152964115143
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,39.13333333333333,0.02031310469185403,45.4,0.02560902618652693,93.96666666666667,0.024827404213892356,0.0,0.0,False,583.9944643974304
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,35.0,0.03201388587611458,37.73333333333333,0.018685704577445172,87.73333333333333,0.07046385992518119,0.0,0.0,False,504.98205494880676
0,proteins,,MoE,"('GCN', 'GIN')",0.1,0.001,71.36200716845879,0.015588719746922998,75.79136690647482,0.010227473349632202,81.99640287769785,0.016009821140851706,0.0,0.0,False,324.00532484054565
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,35.266666666666666,0.024690078979217538,40.2,0.02987678400066216,82.96666666666667,0.13832795170254716,0.0,0.0,False,537.8984568119049
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,36.333333333333336,0.014636332266733434,44.86666666666667,0.024298148077579896,75.16666666666667,0.10278456434050134,0.0,0.0,False,619.6746430397034
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,40.33333333333333,0.030302181806302696,44.733333333333334,0.019995555061618618,92.2,0.08489051772724676,0.0,0.0,False,620.5412766933441
0,proteins,,MoE,"('GCN', 'GIN')",0.1,0.001,71.61290322580645,0.013555781108040503,74.38848920863309,0.008315501166503536,81.33093525179855,0.025106779879989365,0.0,0.0,False,364.41497826576233
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,33.93333333333333,0.02649612130943781,39.2,0.025771646780479083,64.23333333333332,0.07056628089959112,0.0,0.0,False,603.0287771224976
0,proteins,,MoE,"('GCN', 'GIN')",0.1,0.001,71.79211469534049,0.016062787097130188,75.25179856115108,0.013868294400024744,80.70143884892087,0.033893406497212716,0.0,0.0,False,381.8218653202057
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,39.46666666666667,0.03581681789947906,44.266666666666666,0.018105861543219158,90.00000000000001,0.0491347353938354,0.0,0.0,False,705.2531733512878
0,proteins,,MoE,"('GCN', 'GIN')",0.1,0.001,73.40501792114695,0.013744012571993537,75.97122302158274,0.014163711887568027,80.1978417266187,0.022592963641526638,0.0,0.0,False,408.4813423156738
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,38.53333333333334,0.01975854245636555,44.33333333333332,0.01557776192739723,92.53333333333333,0.03997999499749845,0.0,0.0,False,739.4031393527985
0,enzymes,,MoE,"('GCN', 'GIN')",0.1,0.001,35.266666666666666,0.019178691879849954,40.06666666666667,0.026158491291866714,80.16666666666667,0.0822421897676477,0.0,0.0,False,673.8553626537323
0,proteins,,MoE,"('GCN', 'GIN')",0.1,0.001,73.9784946236559,0.010880955389826677,74.64028776978417,0.012219631475872688,81.15107913669064,0.03374706576889223,0.0,0.0,False,433.58108019828796
0,mutag,,MoE,"('GIN', 'Unitary')",0.1,0.001,81.27659574468085,0.032741079253908685,89.7872340425532,0.022193029464519648,88.72340425531915,0.05469368174658595,0.0,0.0,False,177.9636733531952
0,mutag,,MoE,"('GIN', 'Unitary')",0.1,0.001,84.25531914893615,0.028482043456479172,89.36170212765958,0.03991843199849728,93.61702127659572,0.02481256125466085,0.0,0.0,False,184.27287578582764
0,mutag,,MoE,"('GIN', 'Unitary')",0.1,0.001,88.51063829787235,0.035296070388642936,92.34042553191489,0.02581404406485638,92.34042553191489,0.013984405723536148,0.0,0.0,False,186.50167274475098
0,mutag,,MoE,"('GIN', 'Unitary')",0.1,0.001,82.97872340425532,0.03806073153191131,87.6595744680851,0.03274107925390868,92.5531914893617,0.03296156039325462,0.0,0.0,False,234.47233629226685
0,mutag,,MoE,"('GIN', 'Unitary')",0.1,0.001,83.82978723404256,0.04099266239588867,91.06382978723403,0.022193029464519655,92.12765957446808,0.03436021997989166,0.0,0.0,False,269.1003348827362
0,mutag,,MoE,"('GIN', 'Unitary')",0.1,0.001,83.40425531914894,0.054361598034625744,92.76595744680851,0.02581404406485634,92.5531914893617,0.02623154894880417,0.0,0.0,False,300.70656061172485
0,mutag,,MoE,"('GIN', 'Unitary')",0.1,0.001,86.38297872340426,0.025814044064856337,90.63829787234043,0.028482043456479172,92.12765957446808,0.0494789509914847,0.0,0.0,False,431.17075753211975
0,mutag,,MoE,"('GIN', 'Unitary')",0.1,0.001,86.80851063829786,0.05567805015760384,90.63829787234042,0.025814044064856354,94.46808510638297,0.02283643891914681,0.0,0.0,False,508.75886273384094
